*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
*, , , , , ,*, , , , , ,*, , , , , , , , ,o,o,o,*,x,*,x,x,x,*,x,x,x,x,x,*,x,x,x,S,S,S,x,*,x,x,x,x,x,*,x,x,x,x,x,x,x,*,o,o,o, , ,*,o,o,o,o,o,o,o, , , , , , ,*,o,o,o,o,o, , , , ,*, , , , , , , , , ,*
*, ,*,*,*, ,*, ,*,*,*, ,*, ,*,*,*,*,*,*,*,o,*,o,*,x,*,x,*,x,*,x,*,*,*,x,*,x,*,*,*,x,*,x,*,*,*,x,*,x,*,x,*,*,*,*,*,x,*,o,*,o,*,*,*,o,*,*,*,*,*,o,*,*,*, ,*,*,*,o,*,*,*,o,*,*,*, ,*,*,*, ,*,*,*, ,*,*,*
*, ,*, ,*, ,*, ,*, , , ,*, ,*, ,*,o,o,o,o,o,*,o,*,x,*,x,*,x,x,x,*,x,*,x,*,x,x,x,*,x,*,x,x,x,x,x,*,x,x,x,*,x,x,x,x,x,*,o,*,o,o,o,o,o,*,x,x,x,*,o,o,o,*, ,*,o,o,o,*,x,*,o,*, , , , , ,*, , , ,*, , , ,*
*, ,*, ,*, ,*, ,*, ,*, ,*, ,*, ,*,o,*,*,*,*,*,o,*,x,*,x,*,*,*,*,*,x,*,x,*,*,*,x,*,x,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,o,*,*,*,*,*,*,*,*,*,x,*,*,*,o,*,*,*,o,*,*,*,x,*,o,*,*,*,*,*, ,*,*,*, ,*,*,*, ,*
*, , , ,*, , , ,*, ,*, ,*, ,*, ,*,o,o,o,*, ,*,o,*,x,x,x,x,x,x,x,x,x,*,x,x,x,*,x,*,x,*,o,o,o,o,o,o,o,o,o,o,o,o,o,o,o,o,o,*,x,*,x,x,x,x,x,x,x,x,x,*,o,o,o,o,o,x,x,x,x,*,o,*,o,o,o,*, , , ,*, ,*, ,*, ,*
*, ,*,*,*,*,*, ,*, ,*,*,*, ,*, ,*,*,*,o,*, ,*,o,*,*,*,*,*,*,*,*,*,x,*,x,*,*,*,x,*,x,*,S,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,x,*,x,*,x,*,*,*,*,*,x,*,*,*,*,*,*,*,*,*,*,*,o,*,o,*,o,*,*,*, ,*, ,*, ,*, ,*
*, ,*,o,o,o,*, ,*, , , , , , , , , ,*,o,*, ,*,o,o,o,o,o,o,o,*,x,x,x,*,x,x,x,x,x,*,x,x,x,x,x,x,x,x,x,x,x,x,x,*,x,x,x,*,x,x,x,x,x,*,x,*,x,x,x,x,x,x,x,*,o,o,o,o,o,o,o,*,o,o,o,*,o,*, , , ,*, , , ,*, ,*
*,*,*,o,*,o,*,*,*, ,*,*,*,*,*,*,*,*,*,o,*, ,*,*,*,*,*,*,*,o,*,*,*,x,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,x,*,x,*,x,*,x,*,*,*,*,*,x,*,x,*,*,*,*,*,*,*,o,*,*,*,*,*,o,*,*,*,*,*,o,*, ,*,*,*,*,*,*,*, ,*
*,o,o,o,*,o,o,o,*, , , ,*,o,o,o,o,o,o,o,*, , , , , , , ,*,o,o,o,*,x,x,x,*,o,o,o,o,o,*,o,o,o,o,o,*,x,x,x,*,x,*,x,*,x,x,x,*,x,*,x,x,x,*,x,x,x,*,o,o,o,*,o,o,o,o,o,*,o,*,o,o,o,*,o,*, ,*, , , , , , , ,*
*,o,*,*,*,*,*,o,*,*,*, ,*,o,*,x,*,*,*,*,*,*,*,*,*, ,*, ,*,*,*,o,*,*,*,x,*,o,*,*,*,o,*,o,*,*,*,o,*,x,*,*,*,x,*,x,*,*,*,*,*,x,*,x,*,*,*,*,*,*,*,o,*,o,*,*,*,*,*,o,*,o,*,o,*,o,*,o,*, ,*,*,*, ,*,*,*, ,*
*,o,o,o,o,o,*,o,o,o,*, ,*,o,*,x,*,o,o,o,*,o,o,o,*, ,*, , , ,*,o,*,x,x,x,*,o,*, ,*,o,o,o,*, ,*,o,*,x,*,x,x,x,*,x,*,x,x,x,x,x,*,x,*,o,o,o,o,o,*,o,*,o,o,o,o,o,o,o,*,o,*,o,*,o,*,o,*, , , , , ,*, ,*, ,*
*,x,*,*,*,o,*,*,*,o,*, ,*,o,*,*,*,o,*,o,*,o,*,o,*,*,*,*,*, ,*,o,*,*,*,*,*,o,*, ,*,*,*,*,*, ,*,o,*,x,*,x,*,*,*,x,*,x,*,*,*,x,*,x,*,o,*,*,*,o,*,o,*,*,*,*,*,*,*,*,*,o,*,o,*,o,*,o,*,*,*,*,*,*,*, ,*, ,*
*,x,x,x,*,o,o,o,*,o,*, ,*,o,o,o,*,o,*,o,o,o,*,o,o,o,o,o,*, ,*,o,o,o,o,o,o,o,*,o,o,o, , ,*,o,o,o,*,x,*,x,x,x,*,x,x,x,*,x,x,x,*,x,*,o,*,x,*,o,*,o,*, , , ,*, , , ,*,o,o,o,*,o,*,o,*, , , , , , , ,*, ,*
*,*,*,x,*,*,*,o,*,o,*,*,*,x,*,o,*,o,*,*,*,*,*,*,*,*,*,o,*, ,*,*,*,*,*,*,*,*,*,o,*,o,*,*,*,o,*,*,*,S,*,*,*,x,*,x,*,*,*,*,*,*,*,x,*,o,*,x,*,o,*,o,*, ,*, ,*,*,*, ,*,*,*,*,*,o,*,o,*, ,*, ,*,*,*,*,*, ,*
*,x,x,x,*,x,*,o,*,o,o,o,*,x,*,o,o,o,*,x,x,x,x,x,x,x,*,o,*, , , , , ,*,o,o,o,o,o,*,o,o,o,*,o,*,x,x,x,x,x,x,x,*,x,*,x,x,x,x,x,*,x,*,o,*,x,x,o,*,o,*, ,*, , , ,*, , , , , ,*,o,o,o,*, ,*, ,*, , , , , ,*
*,x,*,*,*,x,*,o,*,*,*,o,*,x,*,*,*,*,*,*,*,*,*,x,*,*,*,o,*,*,*,*,*, ,*,o,*,*,*,*,*,*,*,o,*,o,*,x,*,*,*,*,*,*,*,*,*,x,*,*,*,x,*,S,*,o,*,*,*,o,*,o,*, ,*,*,*, ,*,*,*,*,*, ,*,*,*,*,*,*,*, ,*, ,*,*,*,*,*
*,x,x,x,x,x,*,o,*, ,*,o,*,x,x,x,x,x,*,x,x,x,*,x,x,x,*,o,*, , , , , ,*,o,*, , , , , ,*,o,o,o,*,x,x,x,x,x,x,x,x,x,x,x,*,x,*,x,x,x,*,o,o,o,*,o,o,o,*, ,*, ,*, ,*, , , , , , , ,*, , , , , ,*, ,*, , , ,*
*,*,*,x,*,*,*,o,*, ,*,o,*,*,*,*,*,x,*,x,*,x,*,*,*,x,*,o,*, ,*,*,*, ,*,o,*,*,*,*,*, ,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,x,*,*,*,x,*,*,*,o,*,*,*,*,*, ,*, ,*, ,*, ,*,*,*,*,*, ,*, ,*, ,*,*,*, ,*,*,*, ,*
*,x,x,x,*,o,o,o,*,o,o,o,*,o,o,o,*,x,x,x,*,x,x,x,x,x,*,o,*, ,*, , , ,*,o,o,o,o,o,*,o,o,o,o,o,o,o,o,o,*,x,x,x,x,x,*,x,x,x,x,x,x,x,x,x,*,o,o,o,o,o,*, ,*, ,*, ,*, ,*, , , , , ,*, ,*, , , ,*, , , ,*, ,*
*,x,*,*,*,o,*,*,*,o,*,*,*,o,*,o,*,*,*,*,*,*,*,*,*,x,*,o,*, ,*,*,*,*,*,*,*,*,*,o,*,o,*,*,*,*,*,*,*,o,*,x,*,*,*,*,*,x,*,*,*,*,*,*,*,*,*,*,*,*,*,o,*, ,*, ,*, ,*, ,*,*,*,*,*,*,*, ,*,*,*, ,*,*,*, ,*, ,*
*,x,x,x,*,o,*,x,*,o,o,o,o,o,*,o,o,o,*,x,x,x,x,x,*,x,*,o,*, , , , , ,*,o,o,o,*,o,o,o,*, , , ,*,o,o,o,*,x,x,x,x,x,x,x,x,x,*,o,o,o,o,o,o,o,o,o,o,o,*, ,*, , , ,*, , , , , , , ,*, , , ,*, ,*, , , ,*, ,*
*,x,*,*,*,o,*,x,*,*,*,*,*,*,*,*,*,o,*,x,*,*,*,*,*,x,*,o,*,*,*,*,*, ,*,o,*,o,*,*,*,*,*, ,*,*,*,o,*,*,*,x,*,*,*,*,*,*,*,*,*,o,*,*,*,*,*,*,*,*,*,*,*, ,*,*,*, ,*,*,*,*,*,*,*, ,*,*,*, ,*, ,*, ,*,*,*, ,*
*,x,*,o,o,o,*,x,x,x,*,x,x,x,x,x,*,o,*,x,x,x,x,x,x,x,*,o,o,o,*, , , ,*,o,*,o,*,o,o,o, , ,*,o,o,o,*,x,x,x,x,x,*,o,o,o,o,o,o,o,*, , , , , , , , , ,*, , , ,*, , , , , , , , , , , ,*, ,*, ,*, ,*, , , ,*
*,*,*,o,*,*,*,x,*,x,*,x,*,x,*,*,*,o,*,*,*,*,*,x,*,*,*,*,*,o,*, ,*,*,*,o,*,o,*,o,*,o,*, ,*,o,*,*,*,x,*,*,*,*,*,o,*,*,*,*,*,*,*,*,*, ,*, ,*,*,*, ,*,*,*, ,*, ,*,*,*,*,*,*,*,*,*,*,*, ,*, ,*, ,*,*,*, ,*
*,o,o,o,*,x,*,x,*,x,x,x,*,x,x,x,x,o,o,o,o,o,*,x,*,o,o,o,o,o,*, ,*,o,o,o,*,o,*,o,*,o,*, ,*,o,*,x,x,x,*,o,o,o,*,o,*,o,o,o,o,o,o,o,*, ,*, , , ,*, , , , , ,*, ,*, , , ,*, , , , , , , ,*, , , , , ,*, ,*
*,o,*,*,*,x,*,x,*,*,*,*,*,x,*,*,*,*,*,*,*,o,*,*,*,o,*,*,*,*,*, ,*,o,*,*,*,o,*,o,*,o,*, ,*,o,*,x,*,*,*,o,*,o,*,o,*,o,*,*,*,*,*,o,*,*,*, ,*, ,*,*,*,*,*, ,*,*,*, ,*, ,*, ,*,*,*,*,*,*,*,*,*,*,*, ,*, ,*
*,o,o,o,*,x,*,x,*,o,o,o,*,x,*,o,o,o,o,o,*,o,o,o,o,o,*,x,x,x,*,o,o,o,*, ,*,o,*,o,*,o,*, ,*,o,*,x,*,o,o,o,*,o,*,o,o,o,*,x,x,x,*,o,o,o,*, ,*, , , , , ,*, ,*, , , ,*, , , ,*, , , , , ,*, , , ,*, , , ,*
*,x,*,o,*,x,*,x,*,o,*,o,*,*,*,o,*,*,*,o,*,*,*,*,*,*,*,x,*,x,*,o,*,*,*, ,*,o,*,o,*,o,*,*,*,o,*,*,*,o,*,*,*,o,*,*,*,x,*,*,*,x,*,*,*,o,*, ,*,*,*,*,*, ,*,*,*, ,*,*,*,*,*,*,*, ,*,*,*, ,*, ,*, ,*,*,*,*,*
*,x,*,o,*,x,x,x,*,o,*,o,o,o,*,o,*,x,*,o,*,x,x,x,x,x,*,x,*,x,*,o,*,o,o,o,*,o,o,o,*,o,o,o,o,o,*,o,o,o,*,x,*,o,o,o,*,x,*,x,x,x,*,o,o,o,*, ,*, , , ,*, , , ,*, , , ,*, , , ,*, , , ,*, , , ,*, , , , , ,*
*,x,*,o,*,*,*,*,*,o,*,*,*,o,*,o,*,x,*,o,*,*,*,*,*,x,*,x,*,x,*,o,*,o,*,o,*,*,*,*,*,*,*,*,*,*,*,o,*,*,*,x,*,*,*,o,*,x,*,x,*,*,*,o,*,*,*, ,*, ,*, ,*,*,*, ,*,*,*, ,*,*,*, ,*,*,*, ,*,*,*,*,*,*,*,*,*, ,*
*,x,*,o,o,o,o,o,o,o,*,x,*,o,o,o,*,x,*,o,o,o,o,o,*,x,x,x,*,x,*,o,*,o,*,o,o,o,o,o,*,x,x,x,*,x,*,o,o,o,*,x,x,x,*,o,*,x,x,x,*,o,o,o,*, , , , , ,*, , , ,*, ,*, , , ,*, , , ,*, ,*, ,*, , , ,*, , , , , ,*
*,x,*,*,*,*,*,*,*,*,*,x,*,*,*,*,*,x,*,*,*,*,*,o,*,*,*,*,*,x,*,o,*,o,*,*,*,*,*,o,*,x,*,x,*,x,*,x,*,o,*,x,*,x,*,o,*,*,*,*,*,o,*,*,*,*,*,*,*,*,*,*,*, ,*, ,*, ,*,*,*, ,*, ,*, ,*, ,*, ,*,*,*, ,*,*,*, ,*
*,x,*,x,x,x,x,x,*,x,x,x,x,x,x,x,*,x,x,x,*,o,o,o,*,x,x,x,x,x,*,o,o,o,*, , , ,*,o,*,x,*,x,x,x,*,x,*,o,*,x,*,x,x,o,o,o,o,o,o,o,*,o,o,o,o,o,o,o,*, ,*, ,*, ,*, , , , , ,*, , , ,*, , , ,*, , , ,*, , , ,*
*,x,*,x,*,*,*,x,*,x,*,*,*,x,*,x,*,x,*,*,*,o,*,*,*,x,*,*,*,x,*,*,*,*,*, ,*, ,*,o,*,x,*,*,*,*,*,x,*,o,*,*,*,*,*,*,*,*,*,x,*,*,*,o,*,*,*,*,*,o,*, ,*, ,*, ,*,*,*,*,*,*,*,*,*, ,*,*,*, ,*, ,*,*,*,*,*, ,*
*,x,*,x,*,x,x,x,*,x,x,x,*,x,*,x,*,x,*,o,o,o,*,x,x,x,*,x,x,x,x,x,*,o,o,o,*, ,*,o,*,x,x,x,*,x,x,x,*,o,o,o,o,o,*,x,x,x,*,x,*,o,o,o,*,o,o,o,*,o,*, , , ,*, , , , , , , , , ,*, , , ,*, ,*, , , , , ,*, ,*
*,x,*,x,*,x,*,*,*,*,*,x,*,x,*,x,*,x,*,o,*,*,*,x,*,*,*,*,*,*,*,*,*,o,*,o,*,*,*,o,*,x,*,x,*,x,*,*,*,*,*,*,*,o,*,*,*,x,*,x,*,o,*,*,*,o,*,o,*,o,*,*,*, ,*, ,*,*,*,*,*,*,*,*,*,*,*, ,*, ,*,*,*,*,*, ,*, ,*
*,x,*,x,*,x,x,x,x,x,*,x,*,x,*,x,x,x,*,o,*,x,x,x,x,x,x,x,*,o,o,o,o,o,*,o,o,o,*,o,*,x,*,x,x,x,x,x,*,o,o,o,*,o,o,o,*,x,x,x,*,o,o,o,o,o,*,o,*,o,o,o,*, ,*, ,*, , , , , , , , , , , ,*, ,*, , , ,*, ,*, ,*
*,x,*,*,*,x,*,*,*,x,*,x,*,x,*,*,*,x,*,o,*,*,*,x,*,*,*,x,*,o,*,*,*,*,*,*,*,o,*,o,*,x,*,*,*,*,*,*,*,o,*,o,*,x,*,o,*,x,*,*,*,*,*,*,*,*,*,o,*,*,*,o,*, ,*, ,*, ,*,*,*,*,*,*,*,*,*, ,*, ,*,*,*, ,*, ,*,*,*
*,x,x,x,*,x,x,x,*,x,x,x,*,x,*,x,*,x,*,o,o,o,*,x,x,x,*,x,x,o,*, , , , , ,*,o,*,o,*,x,x,x,*,o,o,o,o,o,*,o,*,x,*,o,*,x,x,x,x,x,x,x,*,x,*,o,*,x,*,o,*, ,*, , , ,*,o,o,o,o,o,o,o,*, ,*, , , , , ,*, , , ,*
*,*,*,x,*,*,*,*,*,x,*,*,*,x,*,x,*,x,*,*,*,o,*,*,*,*,*,*,*,o,*,*,*, ,*,*,*,o,*,o,*,*,*,x,*,o,*,*,*,*,*,o,*,x,*,o,*,*,*,*,*,*,*,x,*,x,*,o,*,x,*,o,*,*,*,*,*,*,*,o,*,*,*,*,*,o,*, ,*,*,*, ,*,*,*,*,*, ,*
*,x,*,x,x,x,x,x,*,x,x,x,*,x,*,x,x,x,x,x,*,o,o,o,o,o,o,o,*,o,o,o,*, , , ,*,o,o,o,*,x,x,x,*,o,*,o,o,o,o,o,*,x,*,o,o,o,o,o,*,x,x,x,x,x,*,o,*,x,*,o,o,o,*,o,o,o,o,o,*, , , ,*,o,*, ,*, , , ,*, , , , , ,*
*,x,*,*,*,*,*,x,*,*,*,*,*,x,*,*,*,*,*,*,*,*,*,*,*,*,*,o,*,*,*,o,*,*,*, ,*,*,*,*,*,*,*,*,*,o,*,o,*,*,*,*,*,*,*,x,*,*,*,o,*,x,*,*,*,*,*,o,*,x,*,*,*,o,*,o,*,*,*,*,*, ,*,*,*,o,*, ,*, ,*,*,*, ,*,*,*, ,*
*,x,x,x,*,x,x,x,*,x,x,x,x,x,*,x,x,x,x,x,x,x,x,x,x,x,*,o,o,o,*,o,o,o,*,o,o,o,o,o,o,o,o,o,o,o,*,o,*,o,o,o,o,o,*,x,*,o,o,o,*,x,x,x,*,o,o,o,x,x,x,x,*,o,*,o,*, , ,o,o,o,*,o,o,o,*, ,*, ,*, ,*, , , ,*, ,*
*,x,*,x,*,x,*,*,*,x,*,*,*,x,*,x,*,*,*,*,*,x,*,*,*,*,*,*,*,o,*,*,*,o,*,o,*,x,*,*,*,*,*,*,*,*,*,o,*,o,*,*,*,o,*,*,*,o,*,x,*,*,*,*,*,o,*,*,*,*,*,*,*,o,*,o,*,*,*,o,*,o,*,o,*,*,*, ,*, ,*, ,*,*,*, ,*,*,*
*,x,*,x,*,x,x,x,*,x,*,x,x,x,*,x,*,x,x,x,*,x,x,x,x,x,x,x,*,o,*,x,x,o,o,o,*,x,*,o,o,o,*,x,x,x,x,o,o,o,*,o,o,o,*,o,o,o,*,x,*,o,o,o,o,o,*,o,o,o,o,o,o,o,*,o,*,o,o,o,*,o,*,o,*, , , ,*, ,*, , , ,*, , , ,*
*,x,*,x,*,*,*,x,*,x,*,*,*,*,*,x,*,x,*,*,*,*,*,*,*,*,*,x,*,o,*,x,*,*,*,*,*,*,*,o,*,o,*,*,*,*,*,*,*,*,*,o,*,*,*,o,*,*,*,x,*,o,*,*,*,*,*,o,*,*,*,*,*,*,*,o,*,o,*,*,*,o,*,o,*, ,*,*,*, ,*, ,*, ,*,*,*, ,*
*,x,*,x,*,x,x,x,*,x,x,x,x,x,*,x,*,x,x,x,x,x,x,x,x,x,*,x,*,o,*,x,x,x,*,o,o,o,*,o,*,o,o,o,o,o,o,o,o,o,*,o,o,o,o,o,*,x,x,x,*,o,o,o,o,o,*,o,o,o,*,o,o,o,*,o,o,o,*, ,*,o,*,o,*, ,*, ,*, ,*, ,*, , , ,*, ,*
*,x,*,x,*,x,*,*,*,x,*,*,*,x,*,x,*,*,*,*,*,x,*,*,*,x,*,x,*,o,*,*,*,*,*,o,*,o,*,o,*,*,*,*,*,*,*,*,*,o,*,*,*,*,*,*,*,x,*,*,*,*,*,*,*,o,*,*,*,o,*,o,*,o,*,*,*,*,*, ,*,o,*,o,*, ,*, ,*, ,*,*,*, ,*, ,*, ,*
